Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9689686
,CISS.D.U2.Z0Z.4F.EC.SS_BM.CON,CISS.D.U2.Z0Z.4F.EC.SS_CI.IDX,CISS.D.U2.Z0Z.4F.EC.SS_CO.CON,CISS.D.U2.Z0Z.4F.EC.SS_EM.CON,CISS.D.U2.Z0Z.4F.EC.SS_FI.CON,CISS.D.U2.Z0Z.4F.EC.SS_FX.CON,CISS.D.U2.Z0Z.4F.EC.SS_MM.CON,CISS.D.US.Z0Z.4F.EC.SS_CI.IDX,CISS.M.AT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.BE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.CZ.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DK.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.ES.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FI.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GB.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.HU.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.NL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.SE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_EW.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_GDPW.IDX
1987-06-12,,,,,,,,0.0903,,,,,,,,,,,,,,,,,,,
1987-06-05,,,,,,,,0.1170,,,,,,,,,,,,,,,,,,,
1987-05-29,,,,,,,,0.1358,,,,,,,,,,,,,,,,,,,
1987-05-22,,,,,,,,0.1186,,,,,,,,,,,,,,,,,,,
1987-05-15,,,,,,,,0.0933,,,,,,,,,,,,,,,,,,,
1987-05-08,,,,,,,,0.1133,,,,,,,,,,,,,,,,,,,
1987-05-01,,,,,,,,0.0911,,,,,,,,,,,,,,,,,,,
1987-04-24,,,,,,,,0.1445,,,,,,,,,,,,,,,,,,,
1987-04-17,,,,,,,,0.1330,,,,,,,,,,,,,,,,,,,
1987-04-10,,,,,,,,0.0658,,,,,,,,,,,,,,,,,,,
1987-04-03,,,,,,,,0.0796,,,,,,,,,,,,,,,,,,,
1987-03-27,,,,,,,,0.0327,,,,,,,,,,,,,,,,,,,
1987-03-20,,,,,,,,0.0274,,,,,,,,,,,,,,,,,,,
1987-03-13,,,,,,,,0.0287,,,,,,,,,,,,,,,,,,,
1987-03-06,,,,,,,,0.0141,,,,,,,,,,,,,,,,,,,
1987-02-27,,,,,,,,0.0153,,,,,,,,,,,,,,,,,,,
1987-02-20,,,,,,,,0.0261,,,,,,,,,,,,,,,,,,,
1987-02-13,,,,,,,,0.0523,,,,,,,,,,,,,,,,,,,
1987-02-06,,,,,,,,0.0436,,,,,,,,,,,,,,,,,,,
1987-01-30,,,,,,,,0.0551,,,,,,,,,,,,,,,,,,,
1987-01-23,,,,,,,,0.0638,,,,,,,,,,,,,,,,,,,
1987-01-16,,,,,,,,0.0534,,,,,,,,,,,,,,,,,,,
1987-01-09,,,,,,,,0.0644,,,,,,,,,,,,,,,,,,,
1987-01-02,,,,,,,,0.0695,,,,,,,,,,,,,,,,,,,
1986-12-26,,,,,,,,0.0221,,,,,,,,,,,,,,,,,,,
1986-12-19,,,,,,,,0.0261,,,,,,,,,,,,,,,,,,,
1986-12-12,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,
1986-12-05,,,,,,,,0.0341,,,,,,,,,,,,,,,,,,,
1986-11-28,,,,,,,,0.0260,,,,,,,,,,,,,,,,,,,
1986-11-21,,,,,,,,0.0446,,,,,,,,,,,,,,,,,,,
1986-11-14,,,,,,,,0.0322,,,,,,,,,,,,,,,,,,,
1986-11-07,,,,,,,,0.0256,,,,,,,,,,,,,,,,,,,
1986-10-31,,,,,,,,0.0345,,,,,,,,,,,,,,,,,,,
1986-10-24,,,,,,,,0.0435,,,,,,,,,,,,,,,,,,,
1986-10-17,,,,,,,,0.0155,,,,,,,,,,,,,,,,,,,
1986-10-10,,,,,,,,0.0229,,,,,,,,,,,,,,,,,,,
1986-10-03,,,,,,,,0.0375,,,,,,,,,,,,,,,,,,,
1986-09-26,,,,,,,,0.0453,,,,,,,,,,,,,,,,,,,
1986-09-19,,,,,,,,0.0450,,,,,,,,,,,,,,,,,,,
1986-09-12,,,,,,,,0.0601,,,,,,,,,,,,,,,,,,,
1986-09-05,,,,,,,,0.0212,,,,,,,,,,,,,,,,,,,
1986-08-29,,,,,,,,0.0351,,,,,,,,,,,,,,,,,,,
1986-08-22,,,,,,,,0.0305,,,,,,,,,,,,,,,,,,,
1986-08-15,,,,,,,,0.0292,,,,,,,,,,,,,,,,,,,
1986-08-08,,,,,,,,0.0427,,,,,,,,,,,,,,,,,,,
1986-08-01,,,,,,,,0.0388,,,,,,,,,,,,,,,,,,,
1986-07-25,,,,,,,,0.0451,,,,,,,,,,,,,,,,,,,
1986-07-18,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,
1986-07-11,,,,,,,,0.0355,,,,,,,,,,,,,,,,,,,
1986-07-04,,,,,,,,0.0266,,,,,,,,,,,,,,,,,,,
1986-06-27,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,
1986-06-20,,,,,,,,0.0532,,,,,,,,,,,,,,,,,,,
1986-06-13,,,,,,,,0.0337,,,,,,,,,,,,,,,,,,,
1986-06-06,,,,,,,,0.0436,,,,,,,,,,,,,,,,,,,
1986-05-30,,,,,,,,0.0360,,,,,,,,,,,,,,,,,,,
1986-05-23,,,,,,,,0.0341,,,,,,,,,,,,,,,,,,,
1986-05-16,,,,,,,,0.0308,,,,,,,,,,,,,,,,,,,
1986-05-09,,,,,,,,0.0377,,,,,,,,,,,,,,,,,,,
1986-05-02,,,,,,,,0.0476,,,,,,,,,,,,,,,,,,,
1986-04-25,,,,,,,,0.0521,,,,,,,,,,,,,,,,,,,
1986-04-18,,,,,,,,0.0592,,,,,,,,,,,,,,,,,,,
1986-04-11,,,,,,,,0.0488,,,,,,,,,,,,,,,,,,,
1986-04-04,,,,,,,,0.0305,,,,,,,,,,,,,,,,,,,
1986-03-28,,,,,,,,0.0392,,,,,,,,,,,,,,,,,,,
1986-03-21,,,,,,,,0.0315,,,,,,,,,,,,,,,,,,,
1986-03-14,,,,,,,,0.0505,,,,,,,,,,,,,,,,,,,
1986-03-07,,,,,,,,0.0657,,,,,,,,,,,,,,,,,,,
1986-02-28,,,,,,,,0.0552,,,,,,,,,,,,,,,,,,,
1986-02-21,,,,,,,,0.0389,,,,,,,,,,,,,,,,,,,
1986-02-14,,,,,,,,0.0471,,,,,,,,,,,,,,,,,,,
1986-02-07,,,,,,,,0.0398,,,,,,,,,,,,,,,,,,,
1986-01-31,,,,,,,,0.0546,,,,,,,,,,,,,,,,,,,
1986-01-24,,,,,,,,0.0458,,,,,,,,,,,,,,,,,,,
1986-01-17,,,,,,,,0.0319,,,,,,,,,,,,,,,,,,,
1986-01-10,,,,,,,,0.0615,,,,,,,,,,,,,,,,,,,
1986-01-03,,,,,,,,0.0230,,,,,,,,,,,,,,,,,,,
1985-12-27,,,,,,,,0.0170,,,,,,,,,,,,,,,,,,,
1985-12-20,,,,,,,,0.0188,,,,,,,,,,,,,,,,,,,
1985-12-13,,,,,,,,0.0356,,,,,,,,,,,,,,,,,,,
1985-12-06,,,,,,,,0.0283,,,,,,,,,,,,,,,,,,,
1985-11-29,,,,,,,,0.0171,,,,,,,,,,,,,,,,,,,
1985-11-22,,,,,,,,0.0205,,,,,,,,,,,,,,,,,,,
1985-11-15,,,,,,,,0.0175,,,,,,,,,,,,,,,,,,,
1985-11-08,,,,,,,,0.0272,,,,,,,,,,,,,,,,,,,
1985-11-01,,,,,,,,0.0221,,,,,,,,,,,,,,,,,,,
1985-10-25,,,,,,,,0.0135,,,,,,,,,,,,,,,,,,,
1985-10-18,,,,,,,,0.0245,,,,,,,,,,,,,,,,,,,
1985-10-11,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,
1985-10-04,,,,,,,,0.0331,,,,,,,,,,,,,,,,,,,
1985-09-27,,,,,,,,0.0515,,,,,,,,,,,,,,,,,,,
1985-09-20,,,,,,,,0.0206,,,,,,,,,,,,,,,,,,,
1985-09-13,,,,,,,,0.0149,,,,,,,,,,,,,,,,,,,
1985-09-06,,,,,,,,0.0232,,,,,,,,,,,,,,,,,,,
1985-08-30,,,,,,,,0.0242,,,,,,,,,,,,,,,,,,,
1985-08-23,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,
1985-08-16,,,,,,,,0.0141,,,,,,,,,,,,,,,,,,,
1985-08-09,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,
1985-08-02,,,,,,,,0.0229,,,,,,,,,,,,,,,,,,,
1985-07-26,,,,,,,,0.0269,,,,,,,,,,,,,,,,,,,
1985-07-19,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,
1985-07-12,,,,,,,,0.0244,,,,,,,,,,,,,,,,,,,
1985-07-05,,,,,,,,0.0183,,,,,,,,,,,,,,,,,,,
1985-06-28,,,,,,,,0.0230,,,,,,,,,,,,,,,,,,,
1985-06-21,,,,,,,,0.0242,,,,,,,,,,,,,,,,,,,
1985-06-14,,,,,,,,0.0270,,,,,,,,,,,,,,,,,,,
1985-06-07,,,,,,,,0.0373,,,,,,,,,,,,,,,,,,,
1985-05-31,,,,,,,,0.0276,,,,,,,,,,,,,,,,,,,
1985-05-24,,,,,,,,0.0364,,,,,,,,,,,,,,,,,,,
1985-05-17,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,
1985-05-10,,,,,,,,0.0415,,,,,,,,,,,,,,,,,,,
1985-05-03,,,,,,,,0.0409,,,,,,,,,,,,,,,,,,,
1985-04-26,,,,,,,,0.0398,,,,,,,,,,,,,,,,,,,
1985-04-19,,,,,,,,0.0337,,,,,,,,,,,,,,,,,,,
1985-04-12,,,,,,,,0.0311,,,,,,,,,,,,,,,,,,,
1985-04-05,,,,,,,,0.0279,,,,,,,,,,,,,,,,,,,
1985-03-29,,,,,,,,0.0481,,,,,,,,,,,,,,,,,,,
1985-03-22,,,,,,,,0.0507,,,,,,,,,,,,,,,,,,,
1985-03-15,,,,,,,,0.0511,,,,,,,,,,,,,,,,,,,
1985-03-08,,,,,,,,0.0548,,,,,,,,,,,,,,,,,,,
1985-03-01,,,,,,,,0.0590,,,,,,,,,,,,,,,,,,,
1985-02-22,,,,,,,,0.0668,,,,,,,,,,,,,,,,,,,
1985-02-15,,,,,,,,0.0473,,,,,,,,,,,,,,,,,,,
1985-02-08,,,,,,,,0.0572,,,,,,,,,,,,,,,,,,,
1985-02-01,,,,,,,,0.0317,,,,,,,,,,,,,,,,,,,
1985-01-25,,,,,,,,0.0566,,,,,,,,,,,,,,,,,,,
1985-01-18,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,
1985-01-11,,,,,,,,0.0657,,,,,,,,,,,,,,,,,,,
1985-01-04,,,,,,,,0.0461,,,,,,,,,,,,,,,,,,,
1984-12-28,,,,,,,,0.0394,,,,,,,,,,,,,,,,,,,
1984-12-21,,,,,,,,0.1016,,,,,,,,,,,,,,,,,,,
1984-12-14,,,,,,,,0.0474,,,,,,,,,,,,,,,,,,,
1984-12-07,,,,,,,,0.0629,,,,,,,,,,,,,,,,,,,
1984-11-30,,,,,,,,0.0853,,,,,,,,,,,,,,,,,,,
1984-11-23,,,,,,,,0.0896,,,,,,,,,,,,,,,,,,,
1984-11-16,,,,,,,,0.0498,,,,,,,,,,,,,,,,,,,
1984-11-09,,,,,,,,0.0797,,,,,,,,,,,,,,,,,,,
1984-11-02,,,,,,,,0.0934,,,,,,,,,,,,,,,,,,,
1984-10-26,,,,,,,,0.0897,,,,,,,,,,,,,,,,,,,
1984-10-19,,,,,,,,0.1277,,,,,,,,,,,,,,,,,,,
1984-10-12,,,,,,,,0.0793,,,,,,,,,,,,,,,,,,,
1984-10-05,,,,,,,,0.1028,,,,,,,,,,,,,,,,,,,
1984-09-28,,,,,,,,0.0856,,,,,,,,,,,,,,,,,,,
1984-09-21,,,,,,,,0.1121,,,,,,,,,,,,,,,,,,,
1984-09-14,,,,,,,,0.1365,,,,,,,,,,,,,,,,,,,
1984-09-07,,,,,,,,0.1417,,,,,,,,,,,,,,,,,,,
1984-08-31,,,,,,,,0.0741,,,,,,,,,,,,,,,,,,,
1984-08-24,,,,,,,,0.1114,,,,,,,,,,,,,,,,,,,
1984-08-17,,,,,,,,0.1412,,,,,,,,,,,,,,,,,,,
1984-08-10,,,,,,,,0.1623,,,,,,,,,,,,,,,,,,,
1984-08-03,,,,,,,,0.2474,,,,,,,,,,,,,,,,,,,
1984-07-27,,,,,,,,0.2095,,,,,,,,,,,,,,,,,,,
1984-07-20,,,,,,,,0.1236,,,,,,,,,,,,,,,,,,,
1984-07-13,,,,,,,,0.1254,,,,,,,,,,,,,,,,,,,
1984-07-06,,,,,,,,0.0921,,,,,,,,,,,,,,,,,,,
1984-06-29,,,,,,,,0.1164,,,,,,,,,,,,,,,,,,,
1984-06-22,,,,,,,,0.1380,,,,,,,,,,,,,,,,,,,
1984-06-15,,,,,,,,0.1325,,,,,,,,,,,,,,,,,,,
1984-06-08,,,,,,,,0.1170,,,,,,,,,,,,,,,,,,,
1984-06-01,,,,,,,,0.1225,,,,,,,,,,,,,,,,,,,
1984-05-25,,,,,,,,0.1582,,,,,,,,,,,,,,,,,,,
1984-05-18,,,,,,,,0.1359,,,,,,,,,,,,,,,,,,,
1984-05-11,,,,,,,,0.1260,,,,,,,,,,,,,,,,,,,
1984-05-04,,,,,,,,0.0981,,,,,,,,,,,,,,,,,,,
1984-04-27,,,,,,,,0.0885,,,,,,,,,,,,,,,,,,,
1984-04-20,,,,,,,,0.0369,,,,,,,,,,,,,,,,,,,
1984-04-13,,,,,,,,0.0737,,,,,,,,,,,,,,,,,,,
1984-04-06,,,,,,,,0.0845,,,,,,,,,,,,,,,,,,,
1984-03-30,,,,,,,,0.0925,,,,,,,,,,,,,,,,,,,
1984-03-23,,,,,,,,0.1098,,,,,,,,,,,,,,,,,,,
1984-03-16,,,,,,,,0.1228,,,,,,,,,,,,,,,,,,,
1984-03-09,,,,,,,,0.1496,,,,,,,,,,,,,,,,,,,
1984-03-02,,,,,,,,0.1249,,,,,,,,,,,,,,,,,,,
1984-02-24,,,,,,,,0.0964,,,,,,,,,,,,,,,,,,,
1984-02-17,,,,,,,,0.0652,,,,,,,,,,,,,,,,,,,
1984-02-10,,,,,,,,0.1058,,,,,,,,,,,,,,,,,,,
1984-02-03,,,,,,,,0.0636,,,,,,,,,,,,,,,,,,,
1984-01-27,,,,,,,,0.0376,,,,,,,,,,,,,,,,,,,
1984-01-20,,,,,,,,0.0503,,,,,,,,,,,,,,,,,,,
1984-01-13,,,,,,,,0.0644,,,,,,,,,,,,,,,,,,,
1984-01-06,,,,,,,,0.0998,,,,,,,,,,,,,,,,,,,
1983-12-30,,,,,,,,0.0403,,,,,,,,,,,,,,,,,,,
1983-12-23,,,,,,,,0.0596,,,,,,,,,,,,,,,,,,,
1983-12-16,,,,,,,,0.0883,,,,,,,,,,,,,,,,,,,
1983-12-09,,,,,,,,0.0566,,,,,,,,,,,,,,,,,,,
1983-12-02,,,,,,,,0.0722,,,,,,,,,,,,,,,,,,,
1983-11-25,,,,,,,,0.0382,,,,,,,,,,,,,,,,,,,
1983-11-18,,,,,,,,0.0318,,,,,,,,,,,,,,,,,,,
1983-11-11,,,,,,,,0.0383,,,,,,,,,,,,,,,,,,,
1983-11-04,,,,,,,,0.0558,,,,,,,,,,,,,,,,,,,
1983-10-28,,,,,,,,0.0336,,,,,,,,,,,,,,,,,,,
1983-10-21,,,,,,,,0.0570,,,,,,,,,,,,,,,,,,,
1983-10-14,,,,,,,,0.0551,,,,,,,,,,,,,,,,,,,
1983-10-07,,,,,,,,0.0525,,,,,,,,,,,,,,,,,,,
1983-09-30,,,,,,,,0.0331,,,,,,,,,,,,,,,,,,,
1983-09-23,,,,,,,,0.0486,,,,,,,,,,,,,,,,,,,
1983-09-16,,,,,,,,0.0426,,,,,,,,,,,,,,,,,,,
1983-09-09,,,,,,,,0.0371,,,,,,,,,,,,,,,,,,,
1983-09-02,,,,,,,,0.0408,,,,,,,,,,,,,,,,,,,
1983-08-26,,,,,,,,0.0855,,,,,,,,,,,,,,,,,,,
1983-08-19,,,,,,,,0.0546,,,,,,,,,,,,,,,,,,,
1983-08-12,,,,,,,,0.0675,,,,,,,,,,,,,,,,,,,
1983-08-05,,,,,,,,0.0646,,,,,,,,,,,,,,,,,,,
1983-07-29,,,,,,,,0.0865,,,,,,,,,,,,,,,,,,,
1983-07-22,,,,,,,,0.0650,,,,,,,,,,,,,,,,,,,
1983-07-15,,,,,,,,0.0920,,,,,,,,,,,,,,,,,,,
1983-07-08,,,,,,,,0.0897,,,,,,,,,,,,,,,,,,,
1983-07-01,,,,,,,,0.0983,,,,,,,,,,,,,,,,,,,
1983-06-24,,,,,,,,0.0635,,,,,,,,,,,,,,,,,,,
1983-06-17,,,,,,,,0.0915,,,,,,,,,,,,,,,,,,,
1983-06-10,,,,,,,,0.0912,,,,,,,,,,,,,,,,,,,
1983-06-03,,,,,,,,0.0657,,,,,,,,,,,,,,,,,,,
1983-05-27,,,,,,,,0.0776,,,,,,,,,,,,,,,,,,,
1983-05-20,,,,,,,,0.0757,,,,,,,,,,,,,,,,,,,
1983-05-13,,,,,,,,0.0501,,,,,,,,,,,,,,,,,,,
1983-05-06,,,,,,,,0.0810,,,,,,,,,,,,,,,,,,,
1983-04-29,,,,,,,,0.0628,,,,,,,,,,,,,,,,,,,
1983-04-22,,,,,,,,0.0973,,,,,,,,,,,,,,,,,,,
1983-04-15,,,,,,,,0.1102,,,,,,,,,,,,,,,,,,,
1983-04-08,,,,,,,,0.0799,,,,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,0.0733,,,,,,,,,,,,,,,,,,,
1983-03-25,,,,,,,,0.1351,,,,,,,,,,,,,,,,,,,
1983-03-18,,,,,,,,0.1099,,,,,,,,,,,,,,,,,,,
1983-03-11,,,,,,,,0.1405,,,,,,,,,,,,,,,,,,,
1983-03-04,,,,,,,,0.1410,,,,,,,,,,,,,,,,,,,
1983-02-25,,,,,,,,0.1584,,,,,,,,,,,,,,,,,,,
1983-02-18,,,,,,,,0.1490,,,,,,,,,,,,,,,,,,,
1983-02-11,,,,,,,,0.2097,,,,,,,,,,,,,,,,,,,
1983-02-04,,,,,,,,0.2239,,,,,,,,,,,,,,,,,,,
1983-01-28,,,,,,,,0.2663,,,,,,,,,,,,,,,,,,,
1983-01-21,,,,,,,,0.2462,,,,,,,,,,,,,,,,,,,
1983-01-14,,,,,,,,0.1538,,,,,,,,,,,,,,,,,,,
1983-01-07,,,,,,,,0.2229,,,,,,,,,,,,,,,,,,,
1982-12-31,,,,,,,,0.2207,,,,,,,,,,,,,,,,,,,
1982-12-24,,,,,,,,0.2001,,,,,,,,,,,,,,,,,,,
1982-12-17,,,,,,,,0.3673,,,,,,,,,,,,,,,,,,,
1982-12-10,,,,,,,,0.2707,,,,,,,,,,,,,,,,,,,
1982-12-03,,,,,,,,0.3347,,,,,,,,,,,,,,,,,,,
1982-11-26,,,,,,,,0.3205,,,,,,,,,,,,,,,,,,,
1982-11-19,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,
1982-11-12,,,,,,,,0.3442,,,,,,,,,,,,,,,,,,,
1982-11-05,,,,,,,,0.2652,,,,,,,,,,,,,,,,,,,
1982-10-29,,,,,,,,0.3905,,,,,,,,,,,,,,,,,,,
1982-10-22,,,,,,,,0.3457,,,,,,,,,,,,,,,,,,,
1982-10-15,,,,,,,,0.4411,,,,,,,,,,,,,,,,,,,
1982-10-08,,,,,,,,0.5592,,,,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,0.4393,,,,,,,,,,,,,,,,,,,
1982-09-24,,,,,,,,0.4399,,,,,,,,,,,,,,,,,,,
1982-09-17,,,,,,,,0.4248,,,,,,,,,,,,,,,,,,,
1982-09-10,,,,,,,,0.3915,,,,,,,,,,,,,,,,,,,
1982-09-03,,,,,,,,0.5399,,,,,,,,,,,,,,,,,,,
1982-08-27,,,,,,,,0.6644,,,,,,,,,,,,,,,,,,,
1982-08-20,,,,,,,,0.6551,,,,,,,,,,,,,,,,,,,
1982-08-13,,,,,,,,0.5569,,,,,,,,,,,,,,,,,,,
1982-08-06,,,,,,,,0.5796,,,,,,,,,,,,,,,,,,,
1982-07-30,,,,,,,,0.5444,,,,,,,,,,,,,,,,,,,
1982-07-23,,,,,,,,0.3987,,,,,,,,,,,,,,,,,,,
1982-07-16,,,,,,,,0.4142,,,,,,,,,,,,,,,,,,,
1982-07-09,,,,,,,,0.4069,,,,,,,,,,,,,,,,,,,
1982-07-02,,,,,,,,0.4133,,,,,,,,,,,,,,,,,,,
1982-06-25,,,,,,,,0.4862,,,,,,,,,,,,,,,,,,,
1982-06-18,,,,,,,,0.5444,,,,,,,,,,,,,,,,,,,
1982-06-11,,,,,,,,0.4037,,,,,,,,,,,,,,,,,,,
1982-06-04,,,,,,,,0.3227,,,,,,,,,,,,,,,,,,,
1982-05-28,,,,,,,,0.3315,,,,,,,,,,,,,,,,,,,
1982-05-21,,,,,,,,0.3282,,,,,,,,,,,,,,,,,,,
1982-05-14,,,,,,,,0.3580,,,,,,,,,,,,,,,,,,,
1982-05-07,,,,,,,,0.2711,,,,,,,,,,,,,,,,,,,
1982-04-30,,,,,,,,0.2351,,,,,,,,,,,,,,,,,,,
1982-04-23,,,,,,,,0.2819,,,,,,,,,,,,,,,,,,,
1982-04-16,,,,,,,,0.2640,,,,,,,,,,,,,,,,,,,
1982-04-09,,,,,,,,0.2761,,,,,,,,,,,,,,,,,,,
1982-04-02,,,,,,,,0.3568,,,,,,,,,,,,,,,,,,,
1982-03-26,,,,,,,,0.3907,,,,,,,,,,,,,,,,,,,
1982-03-19,,,,,,,,0.2660,,,,,,,,,,,,,,,,,,,
1982-03-12,,,,,,,,0.3548,,,,,,,,,,,,,,,,,,,
1982-03-05,,,,,,,,0.3370,,,,,,,,,,,,,,,,,,,
1982-02-26,,,,,,,,0.4048,,,,,,,,,,,,,,,,,,,
1982-02-19,,,,,,,,0.3375,,,,,,,,,,,,,,,,,,,
1982-02-12,,,,,,,,0.3517,,,,,,,,,,,,,,,,,,,
1982-02-05,,,,,,,,0.3739,,,,,,,,,,,,,,,,,,,
1982-01-29,,,,,,,,0.4063,,,,,,,,,,,,,,,,,,,
1982-01-22,,,,,,,,0.2583,,,,,,,,,,,,,,,,,,,
1982-01-15,,,,,,,,0.3347,,,,,,,,,,,,,,,,,,,
1982-01-08,,,,,,,,0.2533,,,,,,,,,,,,,,,,,,,
1982-01-01,,,,,,,,0.1968,,,,,,,,,,,,,,,,,,,
1981-12-25,,,,,,,,0.2225,,,,,,,,,,,,,,,,,,,
1981-12-18,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,
1981-12-11,,,,,,,,0.2824,,,,,,,,,,,,,,,,,,,
1981-12-04,,,,,,,,0.3055,,,,,,,,,,,,,,,,,,,
1981-11-27,,,,,,,,0.2722,,,,,,,,,,,,,,,,,,,
1981-11-20,,,,,,,,0.3608,,,,,,,,,,,,,,,,,,,
1981-11-13,,,,,,,,0.3790,,,,,,,,,,,,,,,,,,,
1981-11-06,,,,,,,,0.3664,,,,,,,,,,,,,,,,,,,
1981-10-30,,,,,,,,0.3779,,,,,,,,,,,,,,,,,,,
1981-10-23,,,,,,,,0.2600,,,,,,,,,,,,,,,,,,,
1981-10-16,,,,,,,,0.3229,,,,,,,,,,,,,,,,,,,
1981-10-09,,,,,,,,0.3939,,,,,,,,,,,,,,,,,,,
1981-10-02,,,,,,,,0.3633,,,,,,,,,,,,,,,,,,,
1981-09-25,,,,,,,,0.3519,,,,,,,,,,,,,,,,,,,
1981-09-18,,,,,,,,0.2864,,,,,,,,,,,,,,,,,,,
1981-09-11,,,,,,,,0.3352,,,,,,,,,,,,,,,,,,,
1981-09-04,,,,,,,,0.2268,,,,,,,,,,,,,,,,,,,
1981-08-28,,,,,,,,0.2836,,,,,,,,,,,,,,,,,,,
1981-08-21,,,,,,,,0.2182,,,,,,,,,,,,,,,,,,,
1981-08-14,,,,,,,,0.2432,,,,,,,,,,,,,,,,,,,
1981-08-07,,,,,,,,0.2176,,,,,,,,,,,,,,,,,,,
1981-07-31,,,,,,,,0.1950,,,,,,,,,,,,,,,,,,,
1981-07-24,,,,,,,,0.2108,,,,,,,,,,,,,,,,,,,
1981-07-17,,,,,,,,0.1501,,,,,,,,,,,,,,,,,,,
1981-07-10,,,,,,,,0.1683,,,,,,,,,,,,,,,,,,,
1981-07-03,,,,,,,,0.1603,,,,,,,,,,,,,,,,,,,
1981-06-26,,,,,,,,0.1741,,,,,,,,,,,,,,,,,,,
1981-06-19,,,,,,,,0.2036,,,,,,,,,,,,,,,,,,,
1981-06-12,,,,,,,,0.1749,,,,,,,,,,,,,,,,,,,
1981-06-05,,,,,,,,0.1900,,,,,,,,,,,,,,,,,,,
1981-05-29,,,,,,,,0.1536,,,,,,,,,,,,,,,,,,,
1981-05-22,,,,,,,,0.1671,,,,,,,,,,,,,,,,,,,
1981-05-15,,,,,,,,0.1759,,,,,,,,,,,,,,,,,,,
1981-05-08,,,,,,,,0.1937,,,,,,,,,,,,,,,,,,,
1981-05-01,,,,,,,,0.1288,,,,,,,,,,,,,,,,,,,
1981-04-24,,,,,,,,0.1451,,,,,,,,,,,,,,,,,,,
1981-04-17,,,,,,,,0.1852,,,,,,,,,,,,,,,,,,,
1981-04-10,,,,,,,,0.1897,,,,,,,,,,,,,,,,,,,
1981-04-03,,,,,,,,0.1717,,,,,,,,,,,,,,,,,,,
1981-03-27,,,,,,,,0.1826,,,,,,,,,,,,,,,,,,,
1981-03-20,,,,,,,,0.2005,,,,,,,,,,,,,,,,,,,
1981-03-13,,,,,,,,0.2146,,,,,,,,,,,,,,,,,,,
1981-03-06,,,,,,,,0.1754,,,,,,,,,,,,,,,,,,,
1981-02-27,,,,,,,,0.2016,,,,,,,,,,,,,,,,,,,
1981-02-20,,,,,,,,0.2325,,,,,,,,,,,,,,,,,,,
1981-02-13,,,,,,,,0.1817,,,,,,,,,,,,,,,,,,,
1981-02-06,,,,,,,,0.2498,,,,,,,,,,,,,,,,,,,
1981-01-30,,,,,,,,0.2567,,,,,,,,,,,,,,,,,,,
1981-01-23,,,,,,,,0.2666,,,,,,,,,,,,,,,,,,,
1981-01-16,,,,,,,,0.2034,,,,,,,,,,,,,,,,,,,
1981-01-09,,,,,,,,0.3580,,,,,,,,,,,,,,,,,,,
1981-01-02,,,,,,,,0.2485,,,,,,,,,,,,,,,,,,,
1980-12-26,,,,,,,,0.2511,,,,,,,,,,,,,,,,,,,
1980-12-19,,,,,,,,0.4005,,,,,,,,,,,,,,,,,,,
1980-12-12,,,,,,,,0.3479,,,,,,,,,,,,,,,,,,,
1980-12-05,,,,,,,,0.2947,,,,,,,,,,,,,,,,,,,
1980-11-28,,,,,,,,0.1572,,,,,,,,,,,,,,,,,,,
1980-11-21,,,,,,,,0.2257,,,,,,,,,,,,,,,,,,,
1980-11-14,,,,,,,,0.2664,,,,,,,,,,,,,,,,,,,
1980-11-07,,,,,,,,0.2344,,,,,,,,,,,,,,,,,,,
